b	1725996600	18346.100000	1725997500	18335.100000
s	1726014600	18309.500000	1726015260	18317.800000
s	1726015260	18317.800000	1726015740	18313.800000
s	1726015740	18313.800000	1726016760	18308.500000
s	1726017060	18303.800000	1726017480	18305.800000
s	1726017480	18305.800000	1726018380	18312.300000
b	1726018860	18293.800000	1726019400	18304.500000
s	1726019400	18304.500000	1726020480	18296.800000
b	1726022940	18313.800000	1726023360	18314.800000
s	1726024500	18298.500000	1726025280	18296.800000
s	1726025520	18290.800000	1726026000	18291.800000
b	1726027080	18295.500000	1726028100	18290.800000
b	1726028100	18290.800000	1726028520	18283.500000
b	1726028520	18283.500000	1726028640	18287.800000
s	1726028640	18287.800000	1726029060	18286.800000
b	1726029780	18286.800000	1726029840	18282.800000
b	1726029840	18282.800000	1726030380	18283.800000
s	1726030380	18283.800000	1726031280	18282.800000
b	1726031700	18286.800000	1726031880	18282.800000
s	1726032420	18278.800000	1726032720	18287.800000
b	1726033140	18281.800000	1726033380	18289.800000
b	1726033380	18289.800000	1726036620	18356.700000
b	1726038000	18356.100000	1726038120	18334.100000
s	1726041120	18354.100000	1726041600	18352.100000
s	1726041600	18352.100000	1726041960	18359.100000
b	1726042440	18354.100000	1726044540	18310.100000
s	1726045020	18307.100000	1726045800	18307.100000
b	1726045800	18307.100000	1726046220	18301.100000
s	1726047540	18299.100000	1726048080	18299.100000
s	1726050360	18331.100000	1726050720	18336.100000
s	1726052280	18352.100000	1726053120	18344.100000
b	1726053900	18358.100000	1726054320	18361.100000
b	1726055040	18364.100000	1726056060	18363.100000
s	1726056060	18363.100000	1726056540	18361.100000
s	1726056720	18368.100000	1726057260	18357.100000
s	1726057800	18347.300000	1726058220	18355.300000
b	1726060080	18420.100000	1726060440	18437.100000
s	1726060920	18431.100000	1726061580	18417.100000
s	1726061580	18417.100000	1726061640	18397.100000
b	1726061640	18397.100000	1726064580	18263.100000
s	1726064580	18263.100000	1726065000	18249.100000
s	1726065000	18249.100000	1726065360	18267.100000
